Coalition,Date,Region or State,Adult ICU Empty ,Adult ICU Full,Adult Intensive Care Unit Staffed Bed Capacity,at_admission_confirmed_covid19_patients_in_24_hrs,at_admission_suspected_covid19_patients_in_24_hrs,ED COVID Visits Previous Day,ED Total Visits Previous Day,full_adult_icu_covid19_positive_patients,Hospitalized and Ventilated COVID Inpatient Count,ICU Licensed Beds,Inpatient Empty Beds (all types),Inpatient Full (all bed types),Licensed Inpatient Beds,Number of COVID-19 Positive Patients In Hospital,Parent Name,TOTAL Staffed Inpatient Capacity (all bed types),Ventilator available,Ventilator used (not specific to COVID-19)
SHPR,5/8/2021,State,51,51,102,4,17,86,520,13,10,112,261,775,1392,38,6,1036,147,27
SHPR,5/18/2021,State,36,67,103,4,20,118,559,7,10,112,264,773,1392,30,6,1037,129,45
SHPR,10/29/2020,State,31,46,77,4,30,100,515,14,10,112,243,767,1392,45,6,1010,141,33
SHPR,10/19/2020,State,36,41,77,4,17,78,448,13,12,112,271,739,1392,53,6,1010,136,38
SHPR,11/30/2020,State,40,51,91,4,18,92,426,19,12,112,303,712,1392,79,6,1015,139,35
SHPR,10/17/2020,State,37,40,77,4,23,82,436,13,12,112,248,762,1392,58,6,1010,137,37
SHPR,7/29/2020,State,22,55,77,5,1,,,14,,112,268,713,1392,50,6,981,134,36
SHPR,7/6/2020,State,18,51,69,5,2,,,13,,112,127,830,1392,45,6,957,136,34
SHPR,7/27/2020,State,25,52,77,5,3,,,13,,112,338,643,1392,49,6,981,138,32
SHPR,6/19/2020,State,11,58,69,5,4,,,16,,112,147,818,1392,36,6,965,124,46
SHPR,4/3/2021,State,54,48,102,5,6,87,435,2,0,112,330,706,1392,35,6,1036,151,23
SHPR,9/2/2020,State,46,31,77,5,25,69,407,5,2,112,282,732,1392,30,6,1014,106,51
SHPR,3/30/2021,State,51,51,102,5,18,85,561,4,3,112,271,765,1392,42,6,1036,149,25
SHPR,12/8/2020,State,39,52,91,5,19,124,505,10,4,112,222,795,1392,77,6,1017,155,19
SHPR,4/16/2021,State,48,54,102,5,12,94,523,5,5,112,261,775,1392,38,6,1036,129,45
SHPR,11/10/2020,State,43,34,77,5,23,91,538,4,5,112,217,780,1392,44,6,997,144,30
SHPR,11/13/2020,State,33,58,91,5,25,92,464,9,5,112,245,766,1392,40,6,1011,141,33
SHPR,11/4/2020,State,37,40,77,5,29,74,414,11,5,112,253,757,1392,44,6,1010,139,35
SHPR,3/19/2021,State,48,55,103,5,12,97,479,7,6,112,266,771,1392,38,6,1037,143,31
SHPR,12/11/2020,State,47,44,91,5,15,85,404,9,6,112,227,790,1392,79,6,1017,148,26
SHPR,3/20/2021,State,43,60,103,5,19,83,494,6,6,112,301,736,1392,33,6,1037,142,32
SHPR,9/25/2020,State,41,36,77,5,31,82,473,5,6,112,295,721,1392,25,6,1016,135,35
SHPR,3/4/2021,State,39,61,100,5,8,76,439,6,7,112,288,750,1392,57,6,1038,141,33
SHPR,11/23/2020,State,47,44,91,5,19,94,483,11,7,112,327,697,1392,52,6,1024,143,31
SHPR,11/16/2020,State,45,46,91,5,21,83,440,7,7,112,279,732,1392,38,6,1011,146,28
SHPR,10/11/2020,State,33,44,77,5,21,82,478,15,8,112,267,743,1392,48,6,1010,142,32
SHPR,12/16/2020,State,36,55,91,5,34,89,452,12,8,112,222,780,1392,82,6,1002,146,28
SHPR,2/26/2021,State,44,56,100,5,8,72,453,6,9,112,238,757,1392,57,6,995,141,33
SHPR,5/14/2021,State,39,63,102,5,11,94,524,8,10,112,258,778,1392,32,6,1036,131,43
SHPR,10/15/2020,State,32,45,77,5,21,109,500,13,12,112,210,806,1392,59,6,1016,141,33
SHPR,7/10/2020,State,12,57,69,6,1,,,13,,112,52,936,1392,57,6,988,124,40
SHPR,7/25/2020,State,31,46,77,6,1,,,13,,112,336,639,1392,48,6,975,136,34
SHPR,7/8/2020,State,13,56,69,6,3,,,15,,112,63,925,1392,50,6,988,132,36
SHPR,6/23/2020,State,9,60,69,6,4,,,13,,112,3,962,1392,38,6,965,136,34
SHPR,6/24/2020,State,4,65,69,6,4,,,14,,112,39,926,1392,41,6,965,132,38
SHPR,4/12/2021,State,58,46,104,6,7,96,480,1,0,112,330,708,1392,24,6,1038,150,24
SHPR,3/28/2021,State,47,55,102,6,12,70,489,5,4,112,295,741,1392,42,6,1036,140,34
SHPR,11/11/2020,State,37,41,78,6,26,100,474,9,5,112,217,780,1392,46,6,997,143,31
SHPR,3/3/2021,State,41,60,101,6,6,78,429,4,6,112,268,771,1392,57,6,1039,142,32
SHPR,11/20/2020,State,38,53,91,6,29,80,415,10,6,112,270,754,1392,46,6,1024,141,33
SHPR,11/19/2020,State,44,47,91,6,30,78,447,7,6,112,250,774,1392,50,6,1024,144,30
SHPR,3/2/2021,State,43,58,101,6,19,97,514,4,7,112,251,745,1392,55,6,996,137,37
SHPR,5/5/2021,State,45,57,102,6,19,110,542,8,7,112,256,780,1392,35,6,1036,146,28
SHPR,11/3/2020,State,34,43,77,6,19,73,449,13,7,112,275,735,1392,46,6,1010,140,34
SHPR,12/21/2020,State,33,58,91,6,21,103,363,12,8,112,312,690,1392,78,6,1002,143,31
SHPR,12/13/2020,State,43,48,91,6,17,92,427,14,9,112,276,741,1392,83,6,1017,142,32
SHPR,10/28/2020,State,27,51,78,6,25,86,468,12,9,112,251,759,1392,41,6,1010,143,31
SHPR,12/22/2020,State,34,57,91,6,29,96,442,10,9,112,276,726,1392,72,6,1002,146,28
SHPR,2/18/2021,State,32,67,99,6,20,96,458,13,10,112,201,793,1392,91,6,994,134,40
SHPR,3/11/2021,State,41,60,101,6,11,84,487,7,11,112,260,762,1392,53,6,1022,130,44
SHPR,2/22/2021,State,46,54,100,6,7,84,421,8,12,112,270,725,1392,74,6,995,139,35
SHPR,10/16/2020,State,33,44,77,6,23,90,496,13,13,112,212,798,1392,57,6,1010,134,40
SHPR,6/8/2020,State,21,48,69,7,2,,,15,,112,199,766,1392,27,6,965,141,29
SHPR,7/18/2020,State,25,52,77,7,3,,,16,,112,300,677,1392,60,6,977,130,38
SHPR,8/4/2020,State,21,56,77,7,4,,,13,,112,319,662,1392,41,6,981,132,38
SHPR,7/21/2020,State,19,58,77,7,4,,,15,,112,248,723,1392,60,6,971,134,34
SHPR,4/14/2021,State,50,52,102,7,17,80,514,1,1,112,270,766,1392,32,6,1036,146,28
SHPR,12/18/2020,State,37,54,91,7,24,82,402,9,5,112,257,745,1392,77,6,1002,138,36
SHPR,10/5/2020,State,37,40,77,7,27,99,451,7,5,112,303,713,1392,34,6,1016,140,30
SHPR,3/13/2021,State,45,56,101,7,5,90,476,6,6,112,300,739,1392,40,6,1039,134,40
SHPR,12/19/2020,State,36,55,91,7,22,86,394,9,6,112,299,703,1392,78,6,1002,145,29
SHPR,2/14/2021,State,34,64,98,7,11,79,434,9,7,112,262,731,1392,91,6,993,134,40
SHPR,11/22/2020,State,45,46,91,7,18,91,458,11,7,112,309,715,1392,48,6,1024,142,32
SHPR,11/26/2020,State,40,51,91,7,25,95,460,15,8,112,293,722,1392,73,6,1015,140,34
SHPR,1/19/2021,State,30,64,94,7,30,106,450,16,13,112,240,755,1392,111,6,995,145,29
SHPR,8/29/2020,State,46,31,77,8,23,83,422,4,1,112,272,723,1392,32,6,995,119,51
SHPR,9/23/2020,State,32,45,77,8,31,77,440,6,4,112,270,746,1392,30,6,1016,137,33
SHPR,4/17/2021,State,44,60,104,8,11,86,491,6,6,112,281,757,1392,42,6,1038,128,46
SHPR,11/21/2020,State,38,53,91,8,23,79,475,11,6,112,281,743,1392,45,6,1024,145,29
SHPR,2/13/2021,State,35,63,98,8,19,82,422,10,10,112,244,749,1392,90,6,993,134,40
SHPR,10/13/2020,State,19,58,77,8,28,79,550,11,11,112,225,792,1392,59,6,1017,136,38
SHPR,7/26/2020,State,19,58,77,9,1,,,13,,112,333,642,1392,46,6,975,135,35
SHPR,11/5/2020,State,40,37,77,9,26,70,424,10,6,112,250,760,1392,47,6,1010,145,29
SHPR,11/24/2020,State,43,48,91,9,30,97,486,16,6,112,293,731,1392,64,6,1024,148,26
SHPR,2/19/2021,State,33,67,100,9,16,94,408,11,8,112,199,796,1392,91,6,995,136,38
SHPR,12/7/2020,State,38,53,91,9,16,83,428,11,9,112,291,726,1392,74,6,1017,146,28
SHPR,10/22/2020,State,32,45,77,9,22,87,470,13,9,112,257,753,1392,61,6,1010,139,35
SHPR,2/1/2021,State,37,51,88,9,13,67,353,13,11,112,286,666,1392,92,6,952,118,39
SHPR,1/2/2021,State,39,50,89,9,27,107,481,18,13,112,262,691,1392,101,6,953,136,37
SHPR,1/20/2021,State,34,62,96,9,21,93,450,10,14,112,242,754,1392,108,6,996,139,35
SHPR,1/3/2021,State,42,47,89,9,16,127,489,17,15,112,248,705,1392,96,6,953,133,40
SHPR,2/3/2021,State,27,71,98,9,34,108,433,19,15,112,198,799,1392,107,6,997,133,41
SHPR,1/6/2021,State,33,56,89,9,25,98,481,20,17,112,186,767,1392,106,6,953,133,41
SHPR,2/20/2021,State,34,66,100,10,8,85,404,11,10,112,224,771,1392,91,6,995,141,33
SHPR,11/29/2020,State,31,60,91,10,21,88,457,19,10,112,327,688,1392,79,6,1015,140,34
SHPR,2/17/2021,State,31,68,99,10,19,100,457,10,11,112,173,822,1392,101,6,995,131,43
SHPR,1/28/2021,State,31,68,99,10,34,116,450,17,17,112,242,772,1392,103,6,1014,126,48
SHPR,1/17/2021,State,26,68,94,10,12,85,426,18,18,112,225,711,1392,112,6,936,133,41
SHPR,10/7/2020,State,42,35,77,11,23,100,512,7,6,112,227,789,1392,42,6,1016,151,23
SHPR,12/14/2020,State,42,49,91,11,16,98,407,14,9,112,288,729,1392,84,6,1017,141,33
SHPR,2/10/2021,State,33,65,98,11,44,84,446,12,13,112,199,794,1392,92,6,993,129,45
SHPR,2/9/2021,State,33,65,98,11,44,100,482,13,13,112,238,764,1392,96,6,1002,132,42
SHPR,12/31/2020,State,41,50,91,11,30,94,480,19,14,112,262,714,1392,104,6,976,132,41
SHPR,12/28/2020,State,33,58,91,11,19,76,433,20,16,112,282,720,1392,103,6,1002,128,46
SHPR,12/12/2020,State,44,47,91,12,25,105,483,11,6,112,254,763,1392,80,6,1017,146,28
SHPR,2/15/2021,State,39,59,98,12,8,75,362,11,7,112,270,723,1392,95,6,993,133,41
SHPR,2/12/2021,State,32,66,98,12,35,82,425,11,9,112,225,768,1392,97,6,993,129,45
SHPR,2/16/2021,State,33,66,99,12,25,119,470,11,10,112,212,782,1392,97,6,994,131,43
SHPR,10/21/2020,State,28,49,77,12,35,61,544,14,10,112,222,788,1392,61,6,1010,135,39
SHPR,12/2/2020,State,28,63,91,12,28,91,435,19,12,112,213,797,1392,83,6,1010,138,36
SHPR,2/5/2021,State,40,57,97,12,29,71,415,16,12,112,232,769,1392,92,6,1001,139,35
SHPR,1/21/2021,State,54,56,110,12,22,108,472,9,13,112,284,725,1392,105,6,1009,136,38
SHPR,1/22/2021,State,42,52,94,12,27,107,404,11,13,112,256,739,1392,109,6,995,136,38
SHPR,1/4/2021,State,40,49,89,12,16,139,478,20,16,112,254,699,1392,100,6,953,132,42
SHPR,2/2/2021,State,36,60,96,13,35,114,447,18,12,112,241,754,1392,107,6,995,133,41
SHPR,12/29/2020,State,33,58,91,13,22,136,540,19,17,112,231,758,1392,102,6,989,128,46
SHPR,1/13/2021,State,22,67,89,13,28,116,425,23,23,112,219,734,1392,114,6,953,121,53
SHPR,12/9/2020,State,37,54,91,14,21,105,462,12,6,112,227,794,1392,75,6,1021,155,19
SHPR,12/27/2020,State,34,58,92,14,28,95,440,16,14,112,343,659,1392,91,6,1002,130,42
SHPR,1/8/2021,State,34,55,89,14,25,130,453,19,17,112,208,745,1392,99,6,953,137,37
SHPR,1/1/2021,State,38,51,89,15,17,85,427,17,13,112,252,701,1392,102,6,953,137,36
SHPR,1/23/2021,State,34,60,94,15,20,111,447,14,13,112,262,733,1392,109,6,995,131,43
SHPR,12/30/2020,State,41,50,91,15,22,89,485,18,14,112,236,753,1392,102,6,989,135,39
SHPR,1/11/2021,State,28,61,89,15,12,95,425,23,22,112,244,709,1392,112,6,953,128,46
SHPR,1/24/2021,State,37,57,94,16,16,102,452,9,13,112,269,726,1392,116,6,995,133,41
SHPR,12/26/2020,State,32,60,92,16,9,85,347,17,16,112,362,640,1392,89,6,1002,120,41
SHPR,2/4/2021,State,34,65,99,16,28,91,453,18,17,112,225,778,1392,97,6,1003,133,41
SHPR,1/9/2021,State,26,63,89,16,17,105,448,17,18,112,231,722,1392,105,6,953,130,44
SHPR,1/27/2021,State,32,64,96,17,38,102,450,11,13,112,246,768,1392,111,6,1014,127,47
SHPR,12/24/2020,State,36,56,92,17,18,113,414,12,14,112,298,704,1392,85,6,1002,130,42
SHPR,12/25/2020,State,36,56,92,17,16,93,377,15,15,112,367,635,1392,83,6,1002,122,39
SHPR,1/30/2021,State,35,62,97,17,26,96,407,20,15,112,261,754,1392,108,6,1015,132,42
SHPR,1/26/2021,State,27,69,96,18,37,99,484,9,9,112,228,770,1392,110,6,998,136,38
SHPR,1/5/2021,State,39,50,89,18,19,121,514,20,16,112,215,738,1392,113,6,953,131,43
SHPR,1/7/2021,State,30,59,89,20,25,94,504,18,16,112,192,761,1392,103,6,953,135,39
SHPR,1/10/2021,State,26,63,89,20,18,108,435,20,22,112,234,719,1392,112,6,953,124,50
SHPR,1/14/2021,State,24,65,89,21,36,100,437,21,21,112,231,722,1392,116,6,953,129,45
SHPR,1/16/2021,State,23,71,94,21,36,94,464,22,21,112,214,722,1392,119,6,936,131,43
SHPR,1/31/2021,State,29,67,96,22,13,89,437,20,14,112,279,735,1392,105,6,1014,132,42
SHPR,1/12/2021,State,21,68,89,28,22,115,479,26,21,112,207,746,1392,114,6,953,125,49
CapRAC,4/7/2020,State,60,138,198,,,,,,,203,664,1189,1418,50,4,1853,255,67
CapRAC,8/14/2020,State,47,113,160,1,27,,,24,,203,265,762,1418,63,4,1027,155,39
CapRAC,8/25/2020,State,39,122,161,2,16,,,19,,203,268,756,1418,50,4,1024,162,32
CapRAC,8/2/2020,State,40,121,161,3,18,,,37,,203,272,743,1418,97,4,1015,148,46
CapRAC,8/21/2020,State,36,125,161,4,26,,,24,,203,247,769,1418,59,4,1016,155,39
CapRAC,8/6/2020,State,43,118,161,6,24,,,26,,203,266,751,1418,94,4,1017,150,44
CapRAC,6/21/2020,State,43,173,216,23,12,,,58,,203,376,1472,1418,154,4,1848,226,94
CapRAC,5/25/2020,State,42,182,224,,,,,,,203,605,1373,1418,66,5,1978,255,73
CapRAC,5/7/2020,State,47,177,224,,,,,,,203,522,1458,1418,75,5,1980,266,62
CapRAC,5/29/2020,State,47,177,224,,,,,,,203,526,1458,1418,69,5,1984,251,77
CapRAC,5/9/2020,State,47,177,224,,,,,,,203,605,1375,1418,72,5,1980,242,86
CapRAC,5/6/2020,State,51,173,224,,,,,,,203,578,1396,1418,79,5,1974,272,56
CapRAC,5/13/2020,State,52,172,224,,,,,,,203,539,1453,1418,57,5,1992,251,70
CapRAC,5/23/2020,State,52,172,224,,,,,,,203,562,1430,1418,72,5,1992,257,71
CapRAC,5/5/2020,State,54,170,224,,,,,,,203,607,1366,1418,84,5,1973,267,61
CapRAC,5/27/2020,State,54,170,224,,,,,,,203,559,1423,1418,68,5,1982,256,72
CapRAC,5/14/2020,State,54,170,224,,,,,,,203,564,1421,1418,45,5,1985,254,74
CapRAC,5/30/2020,State,55,169,224,,,,,,,203,479,1495,1418,61,5,1974,254,74
CapRAC,5/15/2020,State,56,168,224,,,,,,,203,607,1375,1418,37,5,1982,258,70
CapRAC,5/19/2020,State,57,167,224,,,,,,,203,538,1468,1418,64,5,2006,280,48
CapRAC,5/20/2020,State,58,166,224,,,,,,,203,535,1461,1418,68,5,1996,272,56
CapRAC,5/22/2020,State,61,163,224,,,,,,,203,493,1495,1418,68,5,1988,259,69
CapRAC,5/10/2020,State,64,160,224,,,,,,,203,657,1309,1418,68,5,1966,256,72
CapRAC,4/29/2020,State,65,159,224,,,,,,,203,631,1333,1418,98,5,1964,271,57
CapRAC,4/8/2020,State,65,159,224,,,,,,,203,613,1354,1418,56,5,1967,267,73
CapRAC,5/12/2020,State,70,154,224,,,,,,,203,568,1420,1418,71,5,1988,254,74
CapRAC,4/15/2020,State,71,153,224,,,,,,,203,649,1346,1418,72,5,1995,266,74
CapRAC,6/1/2020,State,71,153,224,,,,,,,203,596,1391,1418,74,5,1987,243,85
CapRAC,4/16/2020,State,72,152,224,,,,,,,203,596,1362,1418,73,5,1958,278,61
CapRAC,4/9/2020,State,72,152,224,,,,,,,203,566,1396,1418,58,5,1962,272,68
CapRAC,4/30/2020,State,73,151,224,,,,,,,203,617,1355,1418,87,5,1972,262,66
CapRAC,4/28/2020,State,74,150,224,,,,,,,203,676,1288,1418,84,5,1964,275,53
CapRAC,5/4/2020,State,74,148,222,,,,,,,203,743,1229,1418,85,5,1972,264,64
CapRAC,5/11/2020,State,76,148,224,,,,,,,203,617,1364,1418,73,5,1981,256,72
CapRAC,5/1/2020,State,77,147,224,,,,,,,203,694,1275,1418,86,5,1969,263,65
CapRAC,5/17/2020,State,78,146,224,,,,,,,203,663,1321,1418,43,5,1984,268,60
CapRAC,4/13/2020,State,78,144,222,,,,,,,203,990,957,1418,70,5,1947,279,61
CapRAC,5/26/2020,State,79,145,224,,,,,,,203,644,1328,1418,72,5,1972,254,74
CapRAC,4/18/2020,State,80,144,224,,,,,,,203,616,1342,1418,66,5,1958,269,63
CapRAC,4/20/2020,State,82,142,224,,,,,,,203,606,1352,1418,66,5,1958,287,53
CapRAC,5/3/2020,State,86,138,224,,,,,,,203,767,1209,1418,81,5,1976,269,59
CapRAC,4/19/2020,State,88,136,224,,,,,,,203,704,1254,1418,61,5,1958,282,56
CapRAC,4/24/2020,State,99,125,224,,,,,,,203,541,1432,1418,92,5,1973,281,59
CapRAC,8/18/2020,State,44,125,169,0,22,,,24,,203,364,801,1418,62,5,1165,156,46
CapRAC,8/31/2020,State,43,116,159,0,28,17,180,24,9,203,280,736,1418,62,5,1016,157,37
CapRAC,7/10/2020,State,37,220,257,1,21,,,55,,203,476,1542,1418,193,5,2018,248,97
CapRAC,8/11/2020,State,39,130,169,1,30,,,25,,203,358,809,1418,82,5,1167,154,48
CapRAC,9/5/2020,State,36,125,161,1,21,134,892,17,10,203,208,807,1418,54,5,1015,149,45
CapRAC,8/24/2020,State,38,131,169,2,24,,,18,,203,367,794,1418,54,5,1161,169,33
CapRAC,8/15/2020,State,47,120,167,2,25,,,23,,203,383,774,1418,61,5,1157,155,47
CapRAC,8/8/2020,State,52,117,169,2,26,,,27,,203,421,742,1418,98,5,1163,157,45
CapRAC,9/3/2020,State,51,110,161,2,30,159,974,17,7,203,212,816,1418,60,5,1028,160,34
CapRAC,8/30/2020,State,38,120,158,2,22,26,175,23,9,203,257,760,1418,59,5,1017,159,35
CapRAC,9/7/2020,State,43,118,161,2,20,130,959,16,10,203,269,749,1418,54,5,1018,152,42
CapRAC,9/1/2020,State,40,118,158,2,21,33,328,24,10,203,242,766,1418,59,5,1008,159,35
CapRAC,9/6/2020,State,45,116,161,2,23,126,886,18,12,203,255,760,1418,54,5,1015,153,41
CapRAC,8/9/2020,State,58,111,169,3,18,,,26,,203,418,744,1418,97,5,1162,164,38
CapRAC,8/7/2020,State,45,123,168,3,23,,,26,,203,378,782,1418,93,5,1160,155,43
CapRAC,8/22/2020,State,50,119,169,3,28,,,20,,203,399,766,1418,58,5,1165,168,34
CapRAC,8/13/2020,State,50,119,169,3,29,,,23,,203,366,809,1418,79,5,1175,154,48
CapRAC,9/4/2020,State,48,113,161,3,23,127,963,15,10,203,211,815,1418,59,5,1026,158,36
CapRAC,8/23/2020,State,48,121,169,4,19,,,19,,203,409,756,1418,60,5,1165,160,42
CapRAC,8/17/2020,State,44,125,169,4,26,,,26,,203,379,786,1418,58,5,1165,159,43
CapRAC,8/28/2020,State,40,121,161,4,21,22,185,21,6,203,312,714,1418,57,5,1026,161,33
CapRAC,8/27/2020,State,46,115,161,4,23,18,180,19,8,203,306,718,1418,50,5,1024,162,32
CapRAC,8/16/2020,State,44,123,167,5,18,,,25,,203,381,782,1418,62,5,1163,156,46
CapRAC,8/4/2020,State,44,125,169,6,31,,,33,,203,339,828,1418,96,5,1167,155,47
CapRAC,7/26/2020,State,118,51,169,7,22,,,37,,203,470,678,1418,94,5,1148,163,39
CapRAC,8/20/2020,State,45,123,168,7,23,,,24,,203,365,797,1418,65,5,1162,156,46
CapRAC,7/27/2020,State,118,50,168,7,24,,,33,,203,378,678,1418,91,5,1056,155,47
CapRAC,7/24/2020,State,45,124,169,7,31,,,30,,203,301,855,1418,98,5,1156,165,37
CapRAC,8/1/2020,State,42,127,169,8,19,,,44,,203,379,777,1418,104,5,1156,151,51
CapRAC,7/9/2020,State,28,229,257,8,20,,,62,,203,473,1547,1418,187,5,2020,233,112
CapRAC,7/25/2020,State,51,118,169,8,23,,,35,,203,433,721,1418,99,5,1154,166,36
CapRAC,7/29/2020,State,35,134,169,8,24,,,37,,203,236,912,1418,99,5,1148,150,52
CapRAC,7/11/2020,State,52,205,257,8,27,,,57,,203,529,1489,1418,185,5,2018,253,92
CapRAC,7/28/2020,State,124,55,179,8,30,,,36,,203,439,717,1418,97,5,1156,152,50
CapRAC,8/19/2020,State,38,130,168,8,34,,,24,,203,288,872,1418,70,5,1160,152,50
CapRAC,6/9/2020,State,47,177,224,10,11,,,46,,203,416,1564,1418,107,5,1980,248,80
CapRAC,7/14/2020,State,35,222,257,10,30,,,53,,203,473,1553,1418,186,5,2026,255,90
CapRAC,7/23/2020,State,46,211,257,11,32,,,56,,203,380,1640,1418,179,5,2020,274,71
CapRAC,7/16/2020,State,54,203,257,11,35,,,52,,203,413,1611,1418,197,5,2024,268,77
CapRAC,6/28/2020,State,45,212,257,12,11,,,63,,203,518,1498,1418,146,5,2016,260,85
CapRAC,7/2/2020,State,39,218,257,12,14,,,61,,203,383,1627,1418,156,5,2010,279,66
CapRAC,7/30/2020,State,31,138,169,12,15,,,37,,203,338,824,1418,107,5,1162,151,51
CapRAC,6/20/2020,State,53,171,224,13,12,,,54,,203,453,1554,1418,146,5,2007,227,101
CapRAC,6/10/2020,State,47,174,221,13,21,,,44,,203,340,1670,1418,119,5,2010,250,78
CapRAC,7/15/2020,State,47,210,257,13,42,,,46,,203,453,1567,1418,197,5,2020,263,82
CapRAC,6/23/2020,State,30,194,224,14,9,,,60,,203,369,1642,1418,163,5,2011,227,101
CapRAC,7/5/2020,State,36,221,257,15,13,,,81,,203,522,1490,1418,185,5,2012,266,79
CapRAC,7/12/2020,State,52,205,257,16,11,,,54,,203,533,1485,1418,191,5,2018,260,85
CapRAC,7/21/2020,State,45,210,255,16,16,,,50,,203,370,1650,1418,196,5,2020,277,68
CapRAC,6/29/2020,State,47,210,257,16,17,,,60,,203,403,1609,1418,152,5,2012,261,84
CapRAC,6/11/2020,State,49,175,224,17,9,,,44,,203,378,1635,1418,117,5,2013,238,90
CapRAC,6/27/2020,State,52,205,257,17,13,,,60,,203,455,1560,1418,146,5,2015,246,97
CapRAC,6/17/2020,State,31,193,224,19,10,,,60,,203,389,1607,1418,140,5,1996,227,101
CapRAC,6/18/2020,State,24,200,224,19,17,,,55,,203,365,1644,1418,137,5,2009,238,90
CapRAC,7/4/2020,State,37,220,257,19,18,,,73,,203,523,1487,1418,189,5,2010,267,78
CapRAC,6/13/2020,State,46,178,224,19,22,,,54,,203,470,1533,1418,125,5,2003,237,91
CapRAC,6/25/2020,State,43,212,255,20,8,,,55,,203,462,1570,1418,156,5,2032,228,117
CapRAC,6/5/2020,State,49,175,224,20,12,,,36,,203,431,1543,1418,98,5,1974,231,97
CapRAC,6/22/2020,State,40,184,224,20,12,,,59,,203,461,1543,1418,169,5,2004,224,104
CapRAC,7/17/2020,State,43,214,257,20,28,,,63,,203,447,1573,1418,199,5,2020,266,79
CapRAC,6/6/2020,State,56,168,224,21,9,,,37,,203,455,1523,1418,105,5,1978,243,85
CapRAC,7/3/2020,State,36,221,257,22,15,,,72,,203,440,1588,1418,177,5,2028,269,76
CapRAC,7/1/2020,State,32,225,257,22,20,,,62,,203,373,1647,1418,165,5,2020,267,78
CapRAC,7/18/2020,State,55,202,257,22,26,,,59,,203,484,1538,1418,199,5,2022,269,76
CapRAC,7/7/2020,State,36,221,257,27,23,,,73,,203,416,1604,1418,204,5,2020,244,101
CapRAC,6/30/2020,State,42,215,257,30,21,,,63,,203,393,1633,1418,156,5,2026,258,87
CapRAC,9/14/2020,State,31,138,169,0,22,151,1021,23,14,203,217,852,1418,60,6,1069,161,39
CapRAC,8/29/2020,State,43,125,168,1,26,26,166,21,7,203,397,763,1418,57,6,1160,170,32
CapRAC,9/19/2020,State,49,129,178,3,14,166,1059,24,11,203,250,820,1418,47,6,1070,166,34
CapRAC,9/11/2020,State,35,131,166,3,23,140,1026,23,11,203,207,863,1418,54,6,1070,163,37
CapRAC,9/17/2020,State,38,131,169,3,25,150,1011,18,11,203,200,873,1418,47,6,1073,165,35
CapRAC,9/10/2020,State,37,132,169,3,22,152,1034,21,12,203,197,868,1418,53,6,1065,160,40
CapRAC,9/16/2020,State,41,128,169,3,28,152,1034,20,12,203,199,867,1418,49,6,1066,170,30
CapRAC,9/12/2020,State,36,130,166,3,29,146,1063,20,14,203,210,845,1418,57,6,1055,155,45
CapRAC,9/20/2020,State,43,126,169,4,16,125,934,19,8,203,261,813,1418,45,6,1074,167,33
CapRAC,8/26/2020,State,37,132,169,4,22,24,182,22,8,203,361,816,1418,48,6,1177,166,36
CapRAC,9/9/2020,State,42,127,169,4,25,153,1079,19,12,203,217,844,1418,59,6,1061,162,38
CapRAC,6/18/2021,State,36,141,177,0,13,255,1284,7,4,203,225,935,1418,31,7,1160,166,44
CapRAC,10/21/2020,State,44,125,169,0,11,244,1043,18,5,203,195,884,1418,74,7,1079,173,27
CapRAC,3/18/2021,State,32,145,177,0,14,278,1121,20,8,203,234,931,1418,69,7,1165,154,46
CapRAC,5/13/2021,State,26,151,177,0,21,284,1142,21,11,203,175,979,1418,65,7,1154,162,48
CapRAC,6/17/2021,State,28,149,177,1,14,232,1264,11,4,203,201,959,1418,33,7,1160,159,51
CapRAC,10/18/2020,State,35,134,169,1,16,146,967,22,4,203,206,871,1418,55,7,1077,175,25
CapRAC,6/16/2021,State,31,146,177,1,6,224,1303,11,6,203,175,985,1418,34,7,1160,159,51
CapRAC,10/13/2020,State,28,141,169,1,26,205,1231,25,7,203,165,912,1418,54,7,1077,171,29
CapRAC,5/24/2021,State,47,130,177,1,14,264,1236,16,8,203,208,942,1418,51,7,1150,171,39
CapRAC,4/3/2021,State,38,139,177,1,14,273,1018,20,9,203,252,903,1418,66,7,1155,147,53
CapRAC,6/23/2021,State,29,148,177,2,13,277,1216,4,3,203,188,976,1418,30,7,1164,161,49
CapRAC,10/9/2020,State,38,131,169,2,25,183,1072,18,5,203,189,888,1418,44,7,1077,165,35
CapRAC,5/26/2021,State,29,147,176,2,15,295,1322,18,6,203,170,983,1418,53,7,1153,171,39
CapRAC,6/15/2021,State,15,162,177,2,11,286,1294,13,7,203,150,1005,1418,37,7,1155,158,52
CapRAC,5/23/2021,State,46,131,177,2,21,253,1141,18,7,203,212,938,1418,50,7,1150,173,37
CapRAC,9/21/2020,State,67,157,224,2,31,146,984,15,7,203,258,870,1418,39,7,1128,162,38
CapRAC,6/5/2021,State,33,144,177,2,12,256,1183,16,8,203,208,952,1418,38,7,1160,166,44
CapRAC,6/14/2021,State,33,144,177,2,15,230,1209,12,8,203,190,965,1418,37,7,1155,151,59
